"id","name","category","low_price","high_price","median_price","description"
"2064","Station","IT Infrastructure",NULL,NULL,NULL,"Station unifies all your work tools in one neat & productive interface."
"2065","Subspace","IT Infrastructure",NULL,NULL,NULL,"Subspace is a global network platform that allows real-time applications to route traffic on the fastest paths. All at an IP level, and all at scale, putting developers in complete control."
"2066","Sumo.com","IT Infrastructure",NULL,NULL,NULL,"SumoMe is a suite of free tools that can be used to grow your website's traffic. The SumoMe tools are easy to install and work on any website."
"2067","Telco Systems","IT Infrastructure",NULL,NULL,NULL,"Telco Systems is a manufacturer of telecommunications equipment."
"2068","TeraGo","IT Infrastructure",NULL,NULL,NULL,"TerraGo is a private company based in Sterling, Virginia with offices in Atlanta, Georgia, and the UK that develops location intelligence, geospatial collaboration, GIS applications, GPS data collection software."
"2069","Teradici","IT Infrastructure",NULL,NULL,NULL,"Teradici is a privately held software company founded in 2004, with head offices in Metropolitan Vancouver, BC and Santa Clara, CA."
"2070","Teridion","IT Infrastructure",NULL,NULL,NULL,"Teridion is a superior cloud-based global connectivity platform. Teridion's network delivers a high performance WAN as a service – SLA Guaranteed."
"2071","testRTC","IT Infrastructure",NULL,NULL,NULL,"WebRTC testing and support solutions, covering the full lifecycle of your product. Cloud based, scalable, global."
"2072","tightvnc.com","IT Infrastructure",NULL,NULL,NULL,"TightVNC - VNC-Compatible Remote Control / Remote Desktop Software"
"2073","Tucows","IT Infrastructure",NULL,NULL,NULL,"Tucows Inc. is an American-Canadian publicly traded Internet services and telecommunications company headquartered in Toronto, Ontario, Canada, and incorporated in Pennsylvania, United States."
"2074","Untangle","IT Infrastructure",NULL,NULL,NULL,"Untangle is a subsidiary of Providence Strategic Growth based in San Jose, California, which provides network management software."
"2075","Varnish Cache","IT Infrastructure",NULL,NULL,NULL,"The open source community for fastest web accelerator in the known universe. For Varnish Software news Please go to @varnishsoftware"
"2076","Wireless AutoSwitch","IT Infrastructure",NULL,NULL,NULL,"Wireless AutoSwitch is a service that automatically disables your wireless card when you connect to a LAN hard wire connection and reenables the wireless card when there is no LAN connection, ensuring optimal network speed and security. It also offers the ability to disable multiple WiFi cards, modems, Bluetooth devices, and 4G broadband cards when there is a LAN connection."
"2077","Yonomi","IT Infrastructure",NULL,NULL,NULL,"The fastest way to integrate smart home devices with your software application."
"2078","Yosh.AI","IT Infrastructure",NULL,NULL,NULL,"Yosh.AI is the pioneering provider of automation with top-tier GenAI and conversational AI solutions."
"2079","Xaptum","IT Infrastructure",NULL,NULL,NULL,"Xaptum is the telecom for the internet of things, providing the infrastructure behind real-time, smart-thing communication."
"2080","Zerotier","IT Infrastructure",NULL,NULL,NULL,"ZeroTier Inc. is a software company with a freemium business model based in Irvine, California."
"2081","SUSE","IT Infrastructure",NULL,NULL,NULL,NULL
"2082","CoreOS","IT Infrastructure",NULL,NULL,NULL,NULL
"2083","AusweisApp2","IT Infrastructure",NULL,NULL,NULL,"Securely store your accesses on your smartphone. No more fumbling for your keys. Never lose any keys again. Enjoy keyless access!"
"2084","munki.org","IT Infrastructure",NULL,NULL,NULL,"The Munki Project is home to several projects that are focused on improving the experience of managing OS X for both the admin and the end user. Munki is surrounded by a vibrant community that is passionate about the craft of managing OS X and the services that surround it.

"
"2085","Merrchant","IT Infrastructure",NULL,NULL,NULL,"Merrchant provides world's best Online Accounting Software & GST Billing Software for small business in India. Merrchant Accounting Software is trusted by industry leaders due to its best features."
"2086","Neople","IT Infrastructure",NULL,NULL,NULL,NULL
"2087","SaaS Pegasus","IT Infrastructure",NULL,NULL,NULL,NULL
"2088","Pilot AI","IT Infrastructure",NULL,NULL,NULL,NULL
"2089","Xfce","IT Infrastructure",NULL,NULL,NULL,"Xfce is a lightweight desktop environment for UNIX-like operating systems. It aims to be fast and low on system resources, while still being visually appealing and user friendly."
"2090","Phusion B.V.","IT Infrastructure",NULL,NULL,NULL,NULL
"2091","Delinea","IT Infrastructure","3226.00","44501.00","19705.00","One of the most full-featured privileged access management (PAM) solutions available is easy to use, well adopted, and affordable. Free trial."
"2092","Balena","IT Infrastructure",NULL,NULL,NULL,"Infrastructure to develop, deploy, and manage connected devices at scale"
"2093","IntraLaunch","IT Infrastructure",NULL,NULL,NULL,"IntraLaunch is a powerful security solution that enables businesses to restrict access to websites, applications, and other resources. It helps protect sensitive data and systems from unauthorized access with robust authentication protocols."
"2094","Aptana","IT Infrastructure",NULL,NULL,NULL,"Aptana, Inc. 0 and Ajax for use with a variety of programming languages."
"2095","RunPod","IT Infrastructure",NULL,NULL,NULL,NULL
"2096","Softvelum","IT Infrastructure",NULL,NULL,NULL,"Softvelum provides efficient tools to build your streaming networks, with features such as live streaming, transcoder, VOD, advertizer, DRM, playout, and more. It also offers mobile streaming apps and SDKs, as well as a web service for management and reporting."
"2097","The Apache Software Foundation","IT Infrastructure",NULL,NULL,NULL,"The Apache Software Foundation /əˈpætʃi/ is an American non-profit corporation (classified as a 501 organization in the United States) to support Apache software projects, including the Apache HTTP Server."
"2098","VyOS","IT Infrastructure",NULL,NULL,NULL,"VyOS provides a free routing platform that competes directly with other commercially available solutions from well known network providers."
"2099","Kameleoon","IT Infrastructure",NULL,NULL,NULL,"Kameleoon is a leading A/B testing and personalization platform that boosts engagement and conversion rates for marketers, product teams, and developers worldwide."
"2100","Maxon","IT Infrastructure","3277.00",NULL,NULL,NULL
"2101","PDFTron","IT Infrastructure",NULL,NULL,NULL,"PDFTron Systems Incorporated is a Canadian software company headquartered in Vancouver, British Columbia."
"2102","Broadcom Inc","IT Infrastructure","4040.00",NULL,NULL,NULL
"2103","Rocket Software","IT Infrastructure","6593.00",NULL,NULL,NULL
"2104","PTC","IT Infrastructure","42886.00","1467981.00","802389.00","PTC Inc. is an American computer software and services company founded in 1985 and headquartered in Boston, Massachusetts."
"2105","Symantec","IT Infrastructure","9476.00","67700.00","11876.00","Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products."
"2106","AppInChina","IT Infrastructure",NULL,NULL,NULL,"Publish your iOS or Android app or game in China - and reach 1.1 billion mobile users not served by Google Play."
"2107","Caphyon","IT Infrastructure",NULL,NULL,NULL,"Caphyon is a software company that develops a range of products, including website ranking software, Windows Installer authoring tools, a Visual Studio extension for C developers, a tool for creating interactive web tutorials, and a tool for generating snapshots of web pages. These products are designed to help users manage search engine rankings, create MSI installs, modernize C code, speed up customer onboarding, and monitor web page metrics."
"2108","Dyneti Technologies","IT Infrastructure",NULL,NULL,NULL,"DyScan - Best Credit Card Scanning SDK for Mobile Apps reduces fraud by over 50%. Small binary size, easy integration, and PCI compliant."
"2109","DotImage","IT Infrastructure",NULL,NULL,NULL,"DotImage is a market leading NET imaging SDK that enables professional developers to easily add viewing, scanning, converting, editing and annotating features to their web, mobile and desktop applications. It supports many formats including TIFF, PDF, DICOM, JPEG and JBIG, and includes features such as image processing, annotations, format conversion and Touch Support."
"2110","MIT License","IT Infrastructure",NULL,NULL,NULL,"The Open Source Initiative is the steward of the Open Source Definition, the set of rules that define open source software."
"2111","MightySignal","IT Infrastructure","19600.00","39920.00","19600.00","MightySignal is a comprehensive API that provides access to global app store data, including Google Play and iOS App Store apps in various countries and historical data up to several years. It is designed for developers who want to build products and services on top of app store data, offering daily updated, high-quality data, simple API integration, and unlimited access without per-seat pricing or monthly quotas."
"2112","Blue Coat","IT Infrastructure",NULL,NULL,NULL,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products."
"2113","Infragistics","IT Infrastructure",NULL,NULL,NULL,"Infragistics is your source for UI controls & components for JavaScript/HTML5, Xamarin, ASP.NET, Windows Forms, and WPF."
"2114","Syncfusion","IT Infrastructure",NULL,NULL,NULL,"Syncfusion provides the best third-party UI components for WinForms, WPF, ASP.NET Web Forms, MVC, Core, UWP, WinUI, Xamarin, JavaScript, Angular, Vue and React.      "
"2115","Advosol","IT Infrastructure",NULL,NULL,NULL,"Advosol is the leading provider of OPC .NET components for Classic OPC DA, OPC HDA and OPC AE since 2002."
"2116","Particular","IT Infrastructure",NULL,NULL,NULL,NULL
"2117","Dopt","IT Infrastructure",NULL,NULL,NULL,"Dopt combines a visual flow builder with SDKs & APIs that enable you to build and launch amazing user onboarding and engagement flows in hours, not months."
"2118","DrawSQL","IT Infrastructure",NULL,NULL,NULL,"An online diagram editor for developers to create, visualise and collaborate on their database entity relationship diagrams."
"2119","Cased","IT Infrastructure",NULL,NULL,NULL,"Cased uses AI to help you work through incidents. Reduce guesswork, and move from managing incidents to solving them."
"2120","LeadTools","IT Infrastructure",NULL,NULL,NULL,"LeadTools provides document and imaging SDKs for .NET developers building applications for desktop, web, mobile devices as well as server platforms."
"2121","Formcarry","IT Infrastructure",NULL,NULL,NULL,"Form backend that allows you to code your own HTML form and style it, then point your form to formcarry to get email notifications, upload files, block spam and integrate with other apps."
"2122","Manatee Works","IT Infrastructure",NULL,NULL,NULL,"The Barcode Scanner SDK from Manatee Works offers industrial barcode decoding with its API for cross-platform mobile, wearable, smartphone, and device apps."
"2123","PCBest Networks","IT Infrastructure",NULL,NULL,NULL,"PCBest Networks provides SIP SDK for your SIP softphone or server application development."
"2124","PostSharp","IT Infrastructure",NULL,NULL,NULL,"Add design patterns to C# and VB without boilerplate code with PostSharp. Choose from ready-made design patterns for C# and VB or create your own."
"2125","Redbrick","IT Infrastructure",NULL,NULL,NULL,"What began in an intimate, red-brick office of software developers has grown into a global name of disruptive tech-first companies that are engaging audiences around the world."
"2126","Rock Solid","IT Infrastructure",NULL,NULL,NULL,"Bringing end-to-end software engineering solutions to businesses worldwide. Learn more about Rock Solid technology and solutions."
"2127","Sprintlio","IT Infrastructure",NULL,NULL,NULL,"Powering the agile retrospectives for hundreds of teams."
"2128","Stigg","IT Infrastructure",NULL,NULL,NULL,"Stigg is an API-first pricing and packaging platform that helps developers build complete self-service buying experiences. With Stigg's APIs and SDKs, developers can launch pricing plans faster, introduce best-in-class paywalls and customer portals, an..."
"2129","WINN.AI","IT Infrastructure",NULL,NULL,NULL,"The real-time AI assistant that helps sales teams save time on busywork and win more deals."
"2130","Angular","IT Infrastructure",NULL,NULL,NULL,"Angular is an open-source web application framework."
"2131","AppNavi","IT Infrastructure",NULL,NULL,NULL,"AppNavi offers software solutions focused on digital adoption services, helping users integrate and utilize digital tools effectively."
"2132","Anchor AI","IT Infrastructure",NULL,NULL,NULL,"Anchor AI is shaped by the belief that technology should help rather than hinder our lives. We’re creating solutions that empower you to focus on the people right in front of you, so you can do more of what matters.

Anchor AI was founded by and spun out from Touchpoint Industries, an educational technology company built on the principles of people-first technology. Now, we’re leveraging that experience to bring people-first solutions to meetings everywhere. 

"
"2133","MergeQueue","IT Infrastructure",NULL,NULL,NULL,"Fastest way to automate merge workflows. Manage queues in large teams and never worry about build failures again."
"2134","BeforeDawnSolutions","IT Infrastructure",NULL,NULL,NULL,"We make great Developer Tools and Productivity software for Mac OS X and iOS like skEdit, Caboodle, Code Collector Pro & Better Link Tester"
"2135","Bellwether Software","IT Infrastructure",NULL,NULL,NULL,"Bellwether Software was founded in 1985 as a consultancy, helping purchasing professionals and their organizations streamline their procurement processes through e-procurement software."
"2136","Blyncsy","IT Infrastructure",NULL,NULL,NULL,"Blyncsy is the industry leader in providing intelligent roadway insights, automated asset management and a near real-time status of road infrastructure to local governments and state departments of transportation. Blyncsy is the only company that utilizes crowd-sourced dash camera footage from over 800,000 vehicles already on the roads, machine learning and artificial intelligence to make roadways smarter, safer, more equitable and more efficient. Blyncsy provides organizations and Departments of Transportation with the data they need to make better decisions when it comes to traffic, safety, and health. Clients include Hawaii Department of Transportation, North Central Texas Council of Governments, Port Authority of New York and New Jersey, City of Plano Texas, and many others. Blyncsy is part of Bentley Systems, Inc.
"
"2137","Chemical Computing Group","IT Infrastructure",NULL,NULL,NULL,"CCG (Chemical Computing Group) is a top supplier of software solutions for life sciences. "
"2138","CM2 Quadmesh","IT Infrastructure",NULL,NULL,NULL,"CM2 MeshTools SDK is a powerful C++ library (Software Development Kit) for mesh generation designed for independent software vendors (ISV) and research departments involved in CAD/CAE computations."
"2139","Computing Objects","IT Infrastructure",NULL,NULL,NULL,"We are a software company specialized in high-performance C++ components (SDKs) for mesh generation and finite elements analysis (FEA)."
"2140","Copybara","IT Infrastructure",NULL,NULL,NULL,"Copybara automatically generates copy options that align with ad campaigns and brand guidelines."
"2141","Daydream","IT Infrastructure",NULL,NULL,NULL,"Daydream, the AI-powered data tool for hitting ambitious revenue goals. (#1 Product of the Day on Product Hunt.) 

We're a unified GTM hub to:
✅ Improve sales velocity & win rate 
✅ Build and coach a team of A-player reps
✅ Refine your ICP/persona for better targeting 
✅ Keep deals unstuck and moving forwards
✅ Align GTM teams 
✅ Get self-serve visibility into critical metrics

"
"2142","Decisions on Demand","IT Infrastructure",NULL,NULL,NULL,"Decisions on Demand provides powerful automation in @Salesforce for Marketing and Sales Operations – lead and account assignment, scoring, eligibility and more
"
"2143","Deal Intelligence","IT Infrastructure","9600.00","18240.00","9600.00","Deal Intelligence tracks thousands of buying intent triggers online, alerts sellers of ideal buyers, and recommends an intent based observation to reach out with.

Intent triggers tracked:
1) Active hiring keywords: Get alerted when ideal accounts hire roles that use your product.
2) Social intent keywords: Know when prospects mention target keywords online.
3) Customer referral candidates: Surface referral opportunities in your customer base.
4) Customer job changes: Get alerted when customers change jobs
5) Competitor engagement: Join product evaluations alongside your competitors.
6) Website visitors: See who visits your website.

- IC sellers get their best leads handed to them daily.
- Sales leaders get to boost in their per rep pipeline coverage metric.
- RevOps leaders get their CRM set up with intent data tracking incl. enrichment, and routing in minutes."
"2144","deepset","IT Infrastructure",NULL,NULL,NULL,"deepset makes it easy to create custom AI applications that fit their client's needs."
"2145","Default","IT Infrastructure",NULL,NULL,NULL,"The inbound growth platform for B2B marketing teams. Scale your inbound growth engine with data, workflows, and AI. 10x your inbound pipeline with form tracking, scheduling, routing, and automations in one unified platform.
"
"2146","GridX","IT Infrastructure",NULL,NULL,NULL,"GridX partners with utilities and energy suppliers to transform their businesses and accelerate the clean energy transition. Our Enterprise Rate Platform helps these organizations develop new products and business models to achieve their clean energy goals; quickly operationalize new offerings in their billing and settlement processes; and better engage with their customers for broader program adoption. GridX’s platform is used by leading utilities, retail energy suppliers and energy ecosystem OEMs to serve more than 19 million homes and businesses."
"2147","Hyphenate","IT Infrastructure",NULL,NULL,NULL,"Hyphenate provides SDKs and a REST API infrastructure to add chat into any app at a fraction of the time and cost of building it in-house."
"2148","ilmosys","IT Infrastructure",NULL,NULL,NULL,"A community of web professionals providing digital goods and services that empower you to build a better website or project."
"2149","Keyplay","IT Infrastructure","14000.00","35325.00","24000.00","Keyplay is your new recipe for account research. As buyer rigor returns, we help companies tired of B2B waste ready to pursue GTM excellence. Unlike generic data providers and ABM vendors, Keyplay uses unique signals and modeling to research the right accounts and prioritize them your way, without the manual work."
"2150","Kigen","IT Infrastructure",NULL,NULL,NULL,"Non-Saas product "
"2151","Magic Labs","IT Infrastructure",NULL,NULL,NULL,"Magic is an SDK that enables companies to create instant web3 wallets with a web2 login (email, social) to optimize user conversion on their app."
"2152","Klepsydra Technologies","IT Infrastructure",NULL,NULL,NULL,"Klepsydra is a cutting-edge Software Development Toolkit for edge computing."
"2153","SCons ","IT Infrastructure",NULL,NULL,NULL,"SCons is an open-source software construction tool that serves as a cross-platform alternative to Make. It simplifies and speeds up software builds with integrated functionality similar to autoconf and ccache."
"2154","Next Limit Technologies","IT Infrastructure",NULL,NULL,NULL,"Next Limit Technologies is a computer software company headquartered in Madrid, Spain."
"2155","SEGGER Embedded Studio","IT Infrastructure",NULL,NULL,NULL,"SEGGER Microcontroller, founded in 1992, is a private company active in the industry of embedded systems."
"2156","Skeema","IT Infrastructure",NULL,NULL,NULL,"Skeema is a pure-SQL schema management utility. Simply track your desired schema state in a repo of CREATE statements, and the tool figures out how to apply any changes to your tables and routines."
"2157","Snips","IT Infrastructure",NULL,NULL,NULL,"The Snips SDK enables you to create your own AI assistant, while keeping user data safe. Snips is Private by Design."
"2158","Techwards","IT Infrastructure",NULL,NULL,NULL,"Techwards is an express dev kit that provides a complete SaaS starter kit to set up projects in days instead of weeks. Our developers employ the latest technologies, frameworks, and components to create solutions that combine a strong technical backend with easy to use modern design."
"2159","Windmill Labs","IT Infrastructure",NULL,NULL,NULL,"OSS self-hostable developer platform for APIs, background jobs, workflows and UIs. Easily create invincible workflows and apps with code only where it matters."
"2160","V-Play Engine","IT Infrastructure",NULL,NULL,NULL,"V-Play Engine- Create Cross-Platform Mobile Apps and Games 50% Faster For iOS, Android, Windows Phone and Desktops.Download Your Free SDK Now"
"2161","Wit.ai","IT Infrastructure",NULL,NULL,NULL,"Wit.ai is a company that builds natural language experiences, enabling people to interact with products using voice and text. "
"2162","Genymotion","IT Infrastructure","133825.00","495842.00","277000.00","Genymotion is a versatile Android emulator available for Windows, MacOS, and Linux, as well as in the cloud. It offers user-friendly interfaces, Android images for cloud providers and on-premise usage, and has new servers in Southeast Asia."
"2163","Stromasys","IT Infrastructure",NULL,NULL,NULL,"Stromasys is a hardware virtualization solution that creates virtual replicas of various legacy hardware systems, allowing original operating systems and applications to run on modern Linux or Windows hardware. This emulation software is designed to eliminate the risks of aging legacy hardware, offering a cost-effective solution for lift-and-shift migration without altering existing applications."
"2164","VMware Tanzu Labs","IT Infrastructure","97416.00","122400.00","108000.00","VMware, Inc. is an American cloud computing and virtualization technology company with headquarters in California."
"2165","Turbonomic","IT Infrastructure",NULL,NULL,NULL,"Workload Automation that enables your cloud & on-premises to self-manage in real-time. Assure Performance. Lower Costs. Ensure Compliance."
"2166","V2 Cloud","IT Infrastructure",NULL,NULL,NULL,NULL
"2167","VPS Server","IT Infrastructure",NULL,NULL,NULL,"VPS Server offers budget-friendly cloud computing with dedicated resources for your expected performance. It is available in multiple locations worldwide and uses cutting-edge technology for fast and secure hosting, making it an economical option."
"2168","Workspot","IT Infrastructure",NULL,NULL,NULL,"Workspot makes VDI insanely simple with Desktop Cloud, App Cloud and Workstation Cloud. Deploy secure Windows 10 PCs in Azure!"
"2169","Hypori","IT Infrastructure",NULL,NULL,NULL,"Changing mobile productivity with Virtual Mobile Infrastructure"
"2170","Apporto","IT Infrastructure",NULL,NULL,NULL,"Experience the powerful simplicity of Apporto Virtual Desktops, offering managed virtual desktops on-prem, in the cloud, or in a hybrid environment."
"2171","EuVantage","IT Infrastructure",NULL,NULL,NULL,"End user focused cross silo monitoring. Our unique SaaS software, allows IT managers to map EUE back to the underlying virtual desktop infrastructure."
"2172","Linden Lab","IT Infrastructure",NULL,NULL,NULL,"4015694 Linden Research, Inc., The company's head office is in San Francisco, with additional offices in Boston, Seattle, Virginia and Davis, California."
"2173","Virtkick","IT Infrastructure",NULL,NULL,NULL,"OnApp is a London, UK-based software company. Its software enables service providers and enterprises to build and operate IaaS public cloud, private cloud, Disaster Recovery and Content Delivery Network environments."
"2174","Koding","IT Infrastructure",NULL,NULL,NULL,"Koding is a development environment automation platform owned by Koding, Inc."
"2175","VDIworks","IT Infrastructure",NULL,NULL,NULL,"VDIworks built the very first PCoIP Broker Connection which is industry’s only PCoIP broker with Quad Broking Support."
"2176","GoDaddy","IT Infrastructure",NULL,NULL,NULL,"GoDaddy makes registering Domain Names fast, simple, and affordable. Find out why so many business owners chose GoDaddy to be their Domain Name Registrar."
"2177","101domain","IT Infrastructure",NULL,NULL,NULL,"101domain is The Leader in International Domains - If it’s available, we can register it. We can also help you build it, host it, and secure it."
"2178","GitHub","IT Infrastructure","13500.00","152197.00","50610.00","GitHub is where people build software. More than 20 million people use GitHub to discover, fork, and contribute to over 54 million projects."
"2179","Newfold Digital","IT Infrastructure",NULL,NULL,NULL,"com in 2021), is an IT services company specializing in web hosting."
"2180","Namecheap","IT Infrastructure",NULL,NULL,NULL,"Namecheap is an ICANN-accredited domain registrar and web services company with offices in Los Angeles, New York, San Francisco, and throughout Europe. They have more than two million customers and over 4.5 million domains under management."
"2181","Pantheon","IT Infrastructure","10287.00","70500.00","35225.00","Website hosting and management for Drupal and WordPress. Make sites faster, handle traffic spikes, manage multiple websites, get developer tools. Free for agencies."
"2182","Hetzner Online ","IT Infrastructure",NULL,NULL,NULL,"It should not be confused with its South African namesake and partner company, Hetzner Ltd — the two are separate companies registered and incorporated in their own rights under the applicable country laws."
"2183","Gandi.net","IT Infrastructure",NULL,NULL,NULL,"Your web presence starts with a great domain name. Choose from over 750 different domain extensions at Gandi.net, one of the world's leading domain name registrars. Buy the perfect domain name for your website now!"
"2184","Network Solutions","IT Infrastructure",NULL,NULL,NULL,"7 million registrations as of August 2018. In addition to being a domain name registrar, Network Solutions provides web services such as web hosting, website design and online marketing, including search engine optimization and pay per click management."
"2185","Ripe NCC","IT Infrastructure",NULL,NULL,NULL,"Réseaux IP Européens is a forum open to all parties with an interest in the technical development of the Internet."
"2186","CloudLinux","IT Infrastructure","8853.00","48000.00","36000.00","CloudLinux is a robust platform specifically designed for Linux web hosting, offering enhanced security, density, and manageability. It features an operating system that isolates each customer into a separate environment, providing advanced automation, performance analytics, and a range of optimization tools for agencies, SMBs, and web professionals."
"2187","Safenames","IT Infrastructure",NULL,NULL,NULL,"Safenames has been a leading provider of global domain name registration and management services for businesses since 1999. We provide domain strategy to protect and promote our customers and brands and revenue."
"2188","1&1","IT Infrastructure",NULL,NULL,NULL,"1&1 Internet is one of the World's largest Hosting Providers - We offer a range of US services, such as: Hosting Solutions, Domains, Websites. Start your Project today!"
"2189","WhoisXMLAPI","IT Infrastructure",NULL,NULL,NULL,"WhoisXMLAPI is a comprehensive suite of products and services that provide current and historical ownership information on domains and IPs, as well as DNS and WHOIS history. It also offers powerful domain research and monitoring tools, enterprise packages, cyber threat intelligence services, and more."
"2190","RU-CENTER","IT Infrastructure",NULL,NULL,NULL,"The RU-CENTER group of companies is one of the leading Russian internet holding."
"2191","Bluehost","IT Infrastructure",NULL,NULL,NULL,"Bluehost - Bluehost is one of the largest and most trusted web hosting services powering millions of websites. Join Bluehost now and get a FREE domain name!"
"2192","DreamHost","IT Infrastructure",NULL,NULL,NULL,NULL
"2193","LCN","IT Infrastructure",NULL,NULL,NULL,"Looking to get online? Whether you need a website, hosting, or just a domain name, we've got the right solution for you‚ at the right price. Get started now!"
"2194","Dominios","IT Infrastructure",NULL,NULL,NULL,"With Dominios you can find all the information you need to register and manage your domain."
"2195","Europe Registry","IT Infrastructure",NULL,NULL,NULL,"Europe Registry is your European wide domain name registrar providing complete coverage of European ccTLD domain names including .eu .de .nl .be .es .uk .it .se .ch .pl .at and more member states."
"2196","Hover","IT Infrastructure",NULL,NULL,NULL,"Find the perfect domain name for your idea at Hover. All domains come with industry-leading customer support and free WHOIS privacy. Name your passion today!"
"2197","SiteGround","IT Infrastructure",NULL,NULL,NULL,"SiteGround is a web hosting company founded in 2004 by a few university friends."
"2198","Com Laude","IT Infrastructure",NULL,NULL,NULL,"Com Laude provides online brand protection and manages domain name portfolios for brands. Global coverage across all domains – gTLDs, new gTLDs and ccTLDs"
"2199","Register.com","IT Infrastructure",NULL,NULL,NULL,"Register.com offers domain name registration, web hosting, website design and online marketing - all in one place.  Award-winning customer service 24/7 and small business tools to help build your online business."
"2200","Enomcentral","IT Infrastructure",NULL,NULL,NULL,"eNom, Inc., the #1 Reseller Registrar, ICANN accredited - Domain name registration, Web Site Hosting, Email Services, Club Drop and Web Site Monitor."
"2201","Dynadot","IT Infrastructure",NULL,NULL,NULL,"Dynadot is a privately held ICANN accredited domain name registrar and web hosting company founded by software engineer Todd Han in 2002."
"2202","DomainFactory","IT Infrastructure",NULL,NULL,NULL,NULL
"2203","Fly.io","IT Infrastructure",NULL,NULL,NULL,"Run app servers (and databases!) close to your users."
"2204","Fozzy","IT Infrastructure",NULL,NULL,NULL,"One of leading providers for Forex VPS, web hosting, game servers and domain names. "
"2205","One.com","IT Infrastructure",NULL,NULL,NULL,"Whether you’re promoting a business, presenting your work, opening an online shop, or writing a blog, each online journey starts with one.com."
"2206","Register.ly","IT Infrastructure",NULL,NULL,NULL,"Register.ly is a domain name registration service."
"2207","Rebel.com","IT Infrastructure",NULL,NULL,NULL,"We provide domain names, web hosting, site builders, and the resources you need to build and grow your ideas online."
"2208","SPI","IT Infrastructure",NULL,NULL,NULL,"GMAO Linx is a software maintenance solution that offers ease of use, quick implementation, and cost savings. It is used by customers in over countries and integrates with ERP, SCADA, MES, and BIM."
"2209","Thai domain name.th","IT Infrastructure",NULL,NULL,NULL,"Increase the opportunity for Thai people to access your website."
"2210","SolVPS","IT Infrastructure",NULL,NULL,NULL,"From domain names to dedicated servers, we provide cloud hosting solutions that work for any size project. Customize and deploy powerful cloud hosting in just minutes."
"2211","Lunaweb","IT Infrastructure",NULL,NULL,NULL,"Lunaweb is a software company that builds internet services. "
"2212","Uniregistry","IT Infrastructure",NULL,NULL,NULL,"Uniregistry is a large retail domain name registrar and web services provider; as well as a domain name registry that administers generic top-level domains."
"2213","1&1 Deutschland","IT Infrastructure",NULL,NULL,NULL,"DSL- und Handy-Flatrates - Webhosting für Einsteiger + Profis!"
"2214","1A First Alternative","IT Infrastructure",NULL,NULL,NULL,"1A First Alternative offers ICT solutions, VoIP services, and has a comprehensive privacy policy."
"2215","Alentus Corporation","IT Infrastructure",NULL,NULL,NULL,"Windows, SharePoint and Dedicated Server Web Host! For the best support, visit: http://t.co/yPxAHjG27z"
"2216","BB Online","IT Infrastructure",NULL,NULL,NULL,"BB Online operate a simple fee structure with no hidden extras. They make it easy for the customer to transfer domains both into and out of their control."
"2217","Arcustech","IT Infrastructure",NULL,NULL,NULL,"Fully Managed NVMe SSD VPS servers - General News & Status Updates | Cloudflare & Craft CMS Hosting Partner | Need Support? Email help@arcustech.com"
"2218","ASPone, s.r.o.","IT Infrastructure",NULL,NULL,NULL,"ASP.NET webhosting, freehosting, registrace domén, VPS, dedikované či managed servery - to vše Vám nabízí ASPone.cz. Specializací na Microsoft technologie jsme se stali jedním z předních ASP.NET webhosting poskytovatelů."
"2219","ConsolePark","IT Infrastructure",NULL,NULL,NULL,"#ConsolePark delivers best-fit enterprise-level #IT #infrastructure #solutions including Cloud Hosting, #Enterprise #VPS solutions,etc."
"2220","Corp SaaS","IT Infrastructure",NULL,NULL,NULL,"We are a UK based technology company with clients spanning the whole world. Our team of experts are some of the best in the industry."
"2221","Crazy Domains","IT Infrastructure",NULL,NULL,NULL,"Crazy Domains is US domain names provider offering the best prices on domain registration with instant approvals. Search and Register your domains now!"
"2222","CloudRocket","IT Infrastructure",NULL,NULL,NULL,"CloudRocket Hosting has been in business since 2004. Our mission has been to offer a different solution that will make website management a breeze."
"2223","Dan.com","IT Infrastructure",NULL,NULL,NULL,"Dan.com offers a safe, simple, and fast way to buy or lease domain names with Buyer Protection Program, secure payments, and hassle-free transfers."
"2224","databasemart.com","IT Infrastructure",NULL,NULL,NULL,"Professional database hosting & web hosting services at prices you can afford. Reliable shared/reseller/VPS/Hyper-V/dedicated hosting services with 24/7/365 support."
"2225","DomainMarket.com","IT Infrastructure",NULL,NULL,NULL,"DomainMarket.com sells premium domain names to entrepreneurs, businesses, and nonprofits that want to dominate their online marketplaces, and perpetually control great brands."
"2226","Host4ASP.NET","IT Infrastructure",NULL,NULL,NULL,"The best rated asp.net hosting service offers the latest cutting-edge Microsoft Windows Hosting technology and features at an affordable rate, starting from $2.95/mo."
"2227","Hatchbox","IT Infrastructure",NULL,NULL,NULL,"The cheapest and simplest Ruby on Rails hosting you can get."
"2228","Entri","IT Infrastructure",NULL,NULL,NULL,"Entri simplifies custom domain integration for applications, offering seamless connection, security, and sales with minimal setup and effortless SSL certificate acquisition."
